level,control,student_count,awards_per_value,pell_value
2-year,Public,117,15.1,21.9
2-year,Private for-profit,1277,65.2,21.9
2-year,Private for-profit,156,23.3,21.9
2-year,Private not-for-profit,139,33.8,21.9
2-year,Private for-profit,274,31.1,21.9
4-year,Private not-for-profit,620,8.4,21.9
2-year,Private for-profit,263,48.7,21.8
2-year,Public,2995,18.7,21.8
2-year,Private for-profit,280,33.9,21.8
4-year,Public,3377,12.1,21.8
2-year,Private for-profit,376,73.9,21.8
2-year,Private for-profit,642,45.5,21.8
4-year,Public,4963,28.6,21.8
4-year,Private for-profit,678,35.5,21.7
4-year,Private for-profit,573,37.1,21.7
4-year,Private for-profit,1761,21,21.7
4-year,Private not-for-profit,355,22.9,21.7
2-year,Private for-profit,311,72.3,21.7
2-year,Private for-profit,478,54.2,21.7
4-year,Private for-profit,517,10.9,21.7
4-year,Private for-profit,1350,12.8,21.6
4-year,Private for-profit,813,13.9,21.6
4-year,Private for-profit,1320,8.7,21.6
4-year,Private for-profit,650,12.8,21.6
2-year,Private for-profit,961,27.3,21.6
4-year,Private for-profit,442,44.9,21.5
2-year,Private for-profit,310,37.5,21.5
4-year,Private not-for-profit,1429,36.1,21.5
2-year,Private for-profit,210,35.7,21.5
2-year,Private for-profit,229,36.7,21.4
2-year,Private for-profit,301,34.5,21.4
2-year,Private for-profit,698,43.4,21.3
4-year,Private for-profit,9590,21.1,21.3
4-year,Private for-profit,190,40.7,21.3
2-year,Private for-profit,647,65.3,21.3
4-year,Private for-profit,470,16,21.2
2-year,Private for-profit,365,25.4,21.1
2-year,Public,243,13.5,21.1
2-year,Private for-profit,1071,37.1,21
2-year,Private for-profit,1108,21.7,21
4-year,Private for-profit,793,24.6,21
4-year,Private not-for-profit,135,23.4,21
2-year,Private for-profit,205,33.7,21
4-year,Private for-profit,1374,18,21
4-year,Private not-for-profit,72,10.9,20.9
2-year,Private for-profit,105,41.4,20.9
4-year,Private for-profit,894,12,20.9
2-year,Private for-profit,214,50.4,20.9
4-year,Private for-profit,829,15.7,20.8
2-year,Public,2683,18.5,20.8
4-year,Private for-profit,591,33,20.7
4-year,Private for-profit,322,29.4,20.7
4-year,Private for-profit,338,7.4,20.7
2-year,Private for-profit,1108,28.8,20.6
2-year,Private for-profit,442,42.1,20.5
4-year,Private for-profit,417,14.7,20.4
2-year,Private for-profit,282,43.1,20.4
4-year,Private for-profit,1196,13.7,20.4
4-year,Private for-profit,1650,15.9,20.4
2-year,Private for-profit,461,27,20.3
2-year,Private for-profit,370,28,20.3
2-year,Private for-profit,643,52.4,20.3
4-year,Private for-profit,792,10.3,20.3
4-year,Private for-profit,1147,10.2,20.3
4-year,Private for-profit,553,10.5,20.2
4-year,Private for-profit,272,18.8,20.2
4-year,Private for-profit,18061,25.5,20.2
4-year,Private not-for-profit,3795,17.4,20.2
2-year,Public,8034,14.1,20.2
4-year,Private for-profit,190,28.3,20.2
2-year,Private for-profit,227,25.8,20.1
2-year,Private for-profit,347,46,20.1
4-year,Private not-for-profit,189,25.8,20.1
4-year,Private not-for-profit,96,6,20.1
2-year,Private for-profit,374,19.8,20.1
4-year,Private for-profit,1083,22.5,20
4-year,Private not-for-profit,122,6.8,20
4-year,Private for-profit,426,17.3,20
2-year,Public,2257,19.6,19.9
2-year,Private for-profit,64,20.2,19.9
2-year,Public,1573,32.3,19.9
4-year,Private for-profit,10105,31,19.8
4-year,Private for-profit,448,16.6,19.8
4-year,Private for-profit,208,45.3,19.8
2-year,Private for-profit,561,37.9,19.8
2-year,Private for-profit,605,28.4,19.8
4-year,Private for-profit,351,16.7,19.7
4-year,Private for-profit,463,18.8,19.7
4-year,Public,5837,12.7,19.6
2-year,Private for-profit,505,56.8,19.6
2-year,Private not-for-profit,474,15.1,19.6
2-year,Private for-profit,1018,18.7,19.6
2-year,Private not-for-profit,298,11.3,19.5
4-year,Private for-profit,266,26.5,19.5
4-year,Private for-profit,420,17.9,19.5
4-year,Private for-profit,455,7.9,19.4
4-year,Private for-profit,153,12.8,19.4
2-year,Private for-profit,282,23.5,19.4
2-year,Private for-profit,267,19.9,19.4
4-year,Private for-profit,203,7.2,19.3
4-year,Private for-profit,711,44.2,19.3
2-year,Private for-profit,237,53.6,19.3
2-year,Private for-profit,305,42.1,19.3
2-year,Private for-profit,883,29.7,19.3
2-year,Private for-profit,74,26.4,19.2
2-year,Public,1162,27,19.2
4-year,Private for-profit,420,18.5,19.2
4-year,Private not-for-profit,2325,31.5,19.1
4-year,Private for-profit,2348,17.8,19.1
2-year,Private for-profit,269,36.3,19.1
2-year,Private for-profit,130,50.2,19.1
2-year,Private for-profit,77,24.3,19
2-year,Private for-profit,616,40.7,19
4-year,Private for-profit,354,39.3,19
4-year,Private for-profit,117,41.4,19
4-year,Private not-for-profit,906,16.8,19
2-year,Private for-profit,167,41.7,18.9
4-year,Private not-for-profit,178,11.4,18.9
2-year,Private for-profit,148,33,18.8
2-year,Private for-profit,1502,39.7,18.8
4-year,Private not-for-profit,1561,15.2,18.8
4-year,Private not-for-profit,289,12.6,18.8
4-year,Private for-profit,834,19.5,18.7
4-year,Private not-for-profit,140,23.4,18.6
4-year,Private for-profit,816,17,18.6
4-year,Private for-profit,704,8.3,18.6
4-year,Private for-profit,640,5.3,18.6
4-year,Private for-profit,148,16.5,18.6
2-year,Public,5020,30.9,18.5
4-year,Private for-profit,447,10.4,18.5
4-year,Private for-profit,384,18,18.5
2-year,Private for-profit,721,29.6,18.5
2-year,Private for-profit,572,32,18.4
2-year,Private for-profit,395,25,18.4
4-year,Private for-profit,362,41.9,18.4
4-year,Private for-profit,351,29.8,18.4
4-year,Private for-profit,616,34.4,18.4
4-year,Private for-profit,458,28.5,18.3
2-year,Private for-profit,327,36,18.3
4-year,Private for-profit,178,46.8,18.3
4-year,Private for-profit,371,13,18.3
2-year,Private for-profit,512,32.5,18.2
2-year,Private for-profit,312,26.1,18.1
4-year,Private for-profit,1036,20.9,18.1
4-year,Private for-profit,319,11.6,18.1
4-year,Private for-profit,953,31.7,18.1
2-year,Private for-profit,318,60.3,18
4-year,Private for-profit,279,30.7,18
2-year,Private for-profit,172,30.4,17.9
4-year,Private for-profit,241,38.8,17.8
4-year,Private for-profit,574,25.3,17.8
2-year,Public,2551,10.5,17.8
2-year,Private for-profit,186,41.7,17.7
2-year,Private for-profit,362,29.3,17.7
4-year,Private for-profit,264,42.1,17.7
4-year,Public,9719,5.4,17.6
2-year,Private for-profit,1634,18.2,17.6
2-year,Private for-profit,126,8.2,17.6
2-year,Private for-profit,427,51.3,17.6
4-year,Private not-for-profit,348,6.5,17.6
4-year,Private not-for-profit,922,52.7,17.5
4-year,Private for-profit,862,22.2,17.5
2-year,Private for-profit,216,28.1,17.5
2-year,Private for-profit,144,56,17.4
2-year,Private for-profit,603,34.6,17.4
4-year,Private for-profit,369,32.9,17.4
4-year,Private for-profit,439,34,17.3
2-year,Private for-profit,186,33.8,17.3
4-year,Private for-profit,402,40.8,17.3
4-year,Private for-profit,242,40,17.2
4-year,Private for-profit,219,39.9,17.2
4-year,Private for-profit,408,26.1,17.2
4-year,Private for-profit,519,30.9,17.2
4-year,Private for-profit,2307,17,17.2
4-year,Private for-profit,477,17.4,17.2
2-year,Public,4102,11.8,17.2
2-year,Private for-profit,317,29.1,17.2
4-year,Private for-profit,348,17.5,17.1
2-year,Private for-profit,425,39.9,17.1
4-year,Private for-profit,1851,20.5,17
4-year,Private for-profit,154,15.7,16.9
4-year,Private not-for-profit,159,26.3,16.9
4-year,Public,4025,20.2,16.9
2-year,Private for-profit,133,34.2,16.9
4-year,Private for-profit,991,17.8,16.8
4-year,Private for-profit,2005,13.4,16.8
2-year,Private for-profit,889,25.7,16.8
2-year,Private for-profit,323,12.3,16.7
2-year,Private for-profit,178,17.7,16.7
2-year,Private for-profit,320,43.2,16.6
2-year,Private for-profit,222,36.8,16.6
2-year,Private for-profit,234,37,16.5
2-year,Private for-profit,195,29.7,16.4
4-year,Private not-for-profit,114,5.5,16.4
4-year,Private not-for-profit,118,18.3,16.4
4-year,Private not-for-profit,142,16.4,16.3
4-year,Private for-profit,654,22.1,16.2
2-year,Private for-profit,277,39.1,16.2
4-year,Private for-profit,466,19.4,16.1
2-year,Private for-profit,628,25.8,16.1
2-year,Private for-profit,501,24.3,16.1
4-year,Private for-profit,643,19,16.1
4-year,Private for-profit,1185,12.6,16.1
2-year,Private for-profit,231,28,16
2-year,Private for-profit,286,31.6,16
2-year,Private for-profit,470,48.9,15.9
4-year,Private for-profit,230,33.8,15.9
4-year,Private for-profit,656,28.3,15.9
4-year,Private for-profit,357,30.6,15.8
4-year,Private for-profit,303,24.2,15.8
4-year,Private for-profit,483,28.7,15.7
4-year,Private for-profit,690,22.4,15.7
4-year,Private for-profit,206,28.4,15.7
4-year,Private for-profit,330,29.4,15.6
2-year,Private for-profit,410,47,15.6
4-year,Private for-profit,255,16,15.6
4-year,Private for-profit,390,9.8,15.6
2-year,Private for-profit,312,36.3,15.6
4-year,Private for-profit,163,31.8,15.6
4-year,Private for-profit,194,22.8,15.5
4-year,Private for-profit,356,18.6,15.5
4-year,Private for-profit,388,8.2,15.5
4-year,Private for-profit,207,8.2,15.4
4-year,Private for-profit,1506,21.7,15.4
2-year,Private for-profit,465,54.5,15.4
2-year,Private for-profit,451,55.2,15.4
4-year,Private for-profit,14853,39.1,15.4
4-year,Private for-profit,270,16.7,15.4
4-year,Private not-for-profit,307,8.5,15.3
4-year,Private for-profit,1296,27.3,15.2
4-year,Private for-profit,10906,10.3,15.2
4-year,Public,1728,34.5,15.1
4-year,Private for-profit,899,29.3,15.1
4-year,Private for-profit,760,27.3,15.1
4-year,Private for-profit,395,36.4,15
4-year,Private for-profit,1003,16.7,15
4-year,Private for-profit,1413,10.4,15
4-year,Private for-profit,570,17.3,14.9
4-year,Private for-profit,254,7.9,14.9
4-year,Private for-profit,282,21,14.9
4-year,Private for-profit,372,25.9,14.9
4-year,Private for-profit,208,31.4,14.9
4-year,Private for-profit,345,26.6,14.7
4-year,Private for-profit,247,32,14.7
4-year,Private for-profit,178,36.3,14.6
4-year,Private for-profit,451,16.7,14.6
4-year,Private for-profit,495,15,14.6
4-year,Private for-profit,781,13.9,14.5
2-year,Private for-profit,892,30.6,14.4
2-year,Private for-profit,656,1.2,14.4
2-year,Private for-profit,554,17.3,14.3
2-year,Private for-profit,161,51.3,14.3
4-year,Private for-profit,424,11.8,14.3
4-year,Private for-profit,2116,18.1,14.2
4-year,Private for-profit,580,11.6,14.2
2-year,Private for-profit,167,42.1,14.2
2-year,Private for-profit,130,34.8,14.2
2-year,Private for-profit,137,32.2,14.2
2-year,Private for-profit,82,35.5,14.2
2-year,Private for-profit,165,23,14.1
4-year,Private not-for-profit,516,12.8,14.1
4-year,Private for-profit,10783,48.1,14.1
4-year,Private for-profit,667,41.9,14
4-year,Private for-profit,515,24,14
2-year,Private for-profit,84,51.4,13.9
4-year,Private for-profit,124,27.7,13.9
2-year,Private for-profit,242,40.2,13.8
2-year,Private for-profit,460,36.4,13.7
2-year,Private for-profit,215,40.3,13.7
4-year,Private for-profit,696,45.5,13.7
4-year,Private for-profit,632,18.9,13.7
2-year,Public,9191,10,13.6
4-year,Private not-for-profit,347,15.4,13.6
2-year,Private for-profit,265,36.5,13.6
2-year,Private for-profit,817,30.5,13.6
2-year,Private for-profit,363,39.8,13.4
2-year,Public,2641,11.3,13.4
4-year,Private for-profit,182,35.8,13.3
4-year,Private for-profit,393,30.9,13.2
4-year,Private for-profit,604,17.3,13.2
2-year,Private for-profit,48,34.8,13.1
2-year,Private for-profit,446,32.3,13.1
2-year,Private for-profit,50,42.5,13.1
2-year,Private for-profit,629,26.1,13
2-year,Private for-profit,310,31.6,13
4-year,Private for-profit,244,4,12.9
4-year,Private for-profit,425,22.1,12.8
2-year,Private for-profit,459,24.6,12.7
4-year,Private for-profit,1251,16.6,12.6
2-year,Private for-profit,231,30.2,12.6
4-year,Private for-profit,206,28.6,12.5
2-year,Private for-profit,263,20.4,12.3
4-year,Private for-profit,258,30.5,12.3
4-year,Private for-profit,416,18,12.2
4-year,Private not-for-profit,82,25.7,12.2
4-year,Private for-profit,637,19.5,12.2
4-year,Private for-profit,727,5.5,12
4-year,Private for-profit,291,28.3,12
4-year,Private for-profit,845,18.6,12
4-year,Private for-profit,171,31.6,11.9
4-year,Private for-profit,221,36.8,11.9
4-year,Private for-profit,126,15,11.8
4-year,Private for-profit,205,19,11.7
2-year,Private for-profit,255,37.6,11.7
4-year,Private not-for-profit,129,16.5,11.7
4-year,Private for-profit,1822,10.1,11.7
4-year,Private for-profit,1528,15.5,11.6
4-year,Private for-profit,1103,15,11.6
4-year,Private for-profit,902,39.4,11.6
4-year,Private for-profit,244,10.9,11.6
4-year,Private for-profit,589,11.9,11.5
4-year,Private for-profit,368,12.4,11.5
4-year,Private for-profit,266,17.7,11.3
4-year,Private for-profit,203,23.6,11.1
4-year,Private for-profit,216,25.5,11
4-year,Private for-profit,194,20.6,10.8
4-year,Private for-profit,3262,13,10.7
4-year,Private for-profit,1221,19.1,10.7
4-year,Private for-profit,959,4.5,10.6
4-year,Private for-profit,245,30.4,10.6
4-year,Private for-profit,904,32.9,10.6
2-year,Private for-profit,84,33.2,10.4
4-year,Private for-profit,247,26.8,10.4
4-year,Private for-profit,319,21.6,10.3
4-year,Private for-profit,438,28.3,10.2
4-year,Private for-profit,569,21.4,10.2
4-year,Private not-for-profit,161,23.7,9.8
4-year,Private for-profit,96,40.4,9.6
4-year,Private for-profit,428,12.6,9.2
4-year,Private for-profit,1506,15.7,9.1
2-year,Public,8420,11,8.8
2-year,Public,9648,12.9,8.6
2-year,Private for-profit,386,38.1,7.8
4-year,Private not-for-profit,113,16.4,7.6
4-year,Private not-for-profit,156,57.1,7.6
2-year,Public,106,7.6,7.5
4-year,Private not-for-profit,110,26.2,6.7
4-year,Private not-for-profit,140,16.6,6.2
4-year,Private for-profit,488,55.1,6.2
2-year,Private for-profit,147,32.8,2.9
4-year,Private for-profit,144,22.1,0
